Date,Open,High,Low,Close,Volume,Adj Close
2015-09-24,113.250000,115.500000,112.370003,115.000000,50219500,109.375282
2015-09-23,113.629997,114.720001,113.300003,114.320000,35756700,108.728546
2015-09-22,113.379997,114.180000,112.519997,113.400002,50346200,107.853531
2015-09-21,113.669998,115.370003,113.660004,115.209999,50222000,109.575012
2015-09-18,112.209999,114.300003,111.870003,113.449997,74285300,107.901100
2015-09-17,115.660004,116.489998,113.720001,113.919998,64112600,108.348106
2015-09-16,116.250000,116.540001,115.440002,116.410004,37173500,110.716324
2015-09-15,115.930000,116.529999,114.419998,116.279999,43341200,110.592690
2015-09-14,116.580002,116.889999,114.860001,115.309998,58363400,109.670120
2015-09-11,111.790001,114.209999,111.760002,114.209999,49915500,108.623924
2015-09-10,110.269997,113.279999,109.900002,112.570000,62892800,107.064133
2015-09-09,113.760002,114.019997,109.769997,110.150002,85010800,104.762497
2015-09-08,111.750000,112.559998,110.320000,112.309998,54843600,106.816864
2015-09-04,108.970001,110.449997,108.510002,109.269997,49996300,103.925537
2015-09-03,112.489998,112.779999,110.040001,110.370003,53233900,104.971733
2015-09-02,110.230003,112.339996,109.129997,112.339996,61888800,106.845390
2015-09-01,110.150002,111.879997,107.360001,107.720001,76845900,102.451363
2015-08-31,112.029999,114.529999,112.000000,112.760002,56229300,107.244850
2015-08-28,112.169998,113.309998,111.540001,113.290001,53164400,107.748924
2015-08-27,112.230003,113.239998,110.019997,112.919998,84616100,107.397011
2015-08-26,107.089996,109.889999,105.050003,109.690002,96774600,104.325012
2015-08-25,111.110001,111.110001,103.500000,103.739998,103601600,98.666023
2015-08-24,94.870003,108.800003,92.000000,103.120003,162206300,98.076347
2015-08-21,110.430000,111.900002,105.650002,105.760002,128275500,100.587219
2015-08-20,114.080002,114.349998,111.629997,112.650002,68501600,107.140221
2015-08-19,116.099998,116.519997,114.680000,115.010002,47445700,109.384789
2015-08-18,116.430000,117.440002,116.010002,116.500000,34560700,110.801933
2015-08-17,116.040001,117.650002,115.500000,117.160004,40884700,111.429642
2015-08-14,114.320000,116.309998,114.010002,115.959999,42929500,110.288322
2015-08-13,116.040001,116.400002,114.540001,115.150002,48535800,109.517944
2015-08-12,112.529999,115.419998,109.629997,115.239998,101217500,109.603546
2015-08-11,117.809998,118.180000,113.330002,113.489998,97082800,107.939140
2015-08-10,116.529999,119.989998,116.529999,119.720001,54951600,113.864433
2015-08-07,114.580002,116.250000,114.500000,115.519997,38670400,109.869843
2015-08-06,115.970001,116.500000,114.120003,115.129997,52903000,109.498924
2015-08-05,112.949997,117.440002,112.099998,115.400002,99312600,109.261162
2015-08-04,117.419998,117.699997,113.250000,114.639999,124138600,108.541588
2015-08-03,121.500000,122.570000,117.519997,118.440002,69976000,112.139442
2015-07-31,122.599998,122.639999,120.910004,121.300003,42885000,114.847298
2015-07-30,122.320000,122.570000,121.709999,122.370003,33628300,115.860397
2015-07-29,123.150002,123.500000,122.269997,122.989998,37011700,116.447395
2015-07-28,123.379997,123.910004,122.550003,123.379997,33618100,116.816643
2015-07-27,123.089996,123.610001,122.120003,122.769997,44455500,116.239098
2015-07-24,125.320000,125.739998,123.900002,124.500000,42162300,117.877068
2015-07-23,126.199997,127.089996,125.059998,125.160004,50999500,118.501961
2015-07-22,121.989998,125.500000,121.989998,125.220001,115450600,118.558777
2015-07-21,132.850006,132.919998,130.320007,130.750000,76756400,123.794601
2015-07-20,130.970001,132.970001,130.699997,132.070007,58900200,125.044388
2015-07-17,129.080002,129.619995,128.309998,129.619995,46164700,122.724678
2015-07-16,127.739998,128.570007,127.349998,128.509995,36222400,121.673759
2015-07-15,125.720001,127.150002,125.580002,126.820000,33649200,120.073647
2015-07-14,126.040001,126.370003,125.040001,125.610001,31768100,118.928009
2015-07-13,125.029999,125.760002,124.320000,125.660004,41440500,118.975372
2015-07-10,121.940002,123.849998,121.209999,123.279999,61354500,116.721977
2015-07-09,123.849998,124.059998,119.220001,120.070000,77821600,113.682739
2015-07-08,124.480003,124.639999,122.540001,122.570000,60761600,116.049744
2015-07-07,125.889999,126.150002,123.769997,125.690002,46946800,119.003761
2015-07-06,124.940002,126.230003,124.849998,126.000000,28060400,119.297279
2015-07-02,126.430000,126.690002,125.769997,126.440002,27211000,119.713867
2015-07-01,126.900002,126.940002,125.989998,126.599998,30238800,119.865356
2015-06-30,125.570000,126.120003,124.860001,125.430000,44370700,118.757591
2015-06-29,125.459999,126.470001,124.480003,124.529999,49161400,117.905479
2015-06-26,127.669998,127.989998,126.510002,126.750000,44066800,120.007362
2015-06-25,128.860001,129.199997,127.500000,127.500000,31938100,120.717476
2015-06-24,127.209999,129.800003,127.120003,128.110001,55280900,121.295044
